statement,class_id,class_name
size = offset && temp;,11,Logical Expression
if (j != 63) { },2,Conditional
total--;,9,Increment/Decrement
result++;,9,Increment/Decrement
"memset(j, 0, sizeof(uint8_t) * 6);",13,Memory Allocation
"if (size == 114) throw std::bad_alloc(""code"");",14,Exception Handling
if (result <= 6) { },2,Conditional
for (int offset = 0; ret < 91; j++) code++;,9,Increment/Decrement
if (count == &total) { },7,Pointer Operation
"printf(""%s\n"", flag);",4,Function Call
"memcpy(x, total, 80);",4,Function Call
"z = memset(index, 7);",0,Assignment
if (!k || len > 89) { },2,Conditional
if (ret & 49) { },10,Bitwise Operation
return 0;,5,Return
*sum = *i;,7,Pointer Operation
nums[count]--;,9,Increment/Decrement
*value = memcpy(size);,7,Pointer Operation
uint8_t ret = (int64_t) 111;,3,Declaration
flag = &table[size];,7,Pointer Operation
flag.next--;,8,Struct Access
do { } while (result < 29);,1,Loop
double *temp = new uint8_t[117];,13,Memory Allocation
"double y, flag;",3,Declaration
queue[err] = nums[k - 1];,6,Array Access
auto k = log(len);,3,Declaration
count = (size_t) (z + i);,12,Cast Expression
temp = buf[8];,6,Array Access
"log(""z"", 8);",4,Function Call
"static_assert(sizeof(int64_t) == 120, ""size mismatch"");",14,Exception Handling
"memset(code, 0, sizeof(uint8_t) * 80);",13,Memory Allocation
void *offset = (void *) j;,7,Pointer Operation
arr[size] = 16;,6,Array Access
return k;,5,Return
memcpy(index);,4,Function Call
if (sqrt(total) > 0) { },2,Conditional
if ((x != 43) && (err <= 24) && len) { },11,Logical Expression
buf[code + 31] = j;,6,Array Access
if (k == &sum) { },7,Pointer Operation
assert(y != NULL);,14,Exception Handling
volatile float x;,3,Declaration
err = atoi(result) - total;,0,Assignment
header_init(&temp);,4,Function Call
y = (float) (err - 26);,12,Cast Expression
table[result + 26] = x;,6,Array Access
assert(len > 0);,14,Exception Handling
size_t *code = (double *) malloc(sizeof(long) * 74);,13,Memory Allocation
double flag = !temp;,11,Logical Expression
char j[82][110];,3,Declaration
assert(total >= 0);,14,Exception Handling
"index = realloc(len, 63);",13,Memory Allocation
n = n / 118;,0,Assignment
++vals[code];,9,Increment/Decrement
return -1;,5,Return
return ret > z;,5,Return
code = offset * x - 86;,0,Assignment
while (err != NULL) { },1,Loop
while ((total = abs(len)) > 0) { },1,Loop
if ((count == 12) || (n == 8) || result) { },11,Logical Expression
"fclose(""k"", 65);",4,Function Call
k = (x | 114) << 125;,10,Bitwise Operation
bool *err = &n;,7,Pointer Operation
if (index == NULL) { },2,Conditional
static uint8_t temp = 78;,3,Declaration
count = 126 * 54;,0,Assignment
j = *(count + 77);,7,Pointer Operation
sum = ret.next;,8,Struct Access
code->len = value->next + 12;,8,Struct Access
if (k.flags == 0) { },8,Struct Access
for (n = 0; err < count; value += 54) { },1,Loop
bool total = (flag && size);,11,Logical Expression
delete j;,13,Memory Allocation
temp = j & ~85;,10,Bitwise Operation
n = new char();,13,Memory Allocation
delete sum;,13,Memory Allocation
"index = realloc(err, sizeof(uint8_t) * 64);",13,Memory Allocation
"j = (bool *) calloc(2, sizeof(long));",13,Memory Allocation
if (flag == flag && size != 95) { },2,Conditional
index = y * index;,0,Assignment
"char *size = calloc(69, sizeof(uint8_t));",13,Memory Allocation
k = (index >> 51) & 119;,10,Bitwise Operation
static char result;,3,Declaration
if (z && !value) { },11,Logical Expression
size_t value = 95 + 85;,3,Declaration
if (k && !n) { },11,Logical Expression
char index = atoi(index);,3,Declaration
count = abs(flag) - err;,0,Assignment
char n = (i || z);,11,Logical Expression
return !err;,5,Return
*len = *size + 21;,7,Pointer Operation
if (len.val == 0) { },8,Struct Access
if (sum == 0) { },2,Conditional
for (code = 0; len < temp; k++) { },1,Loop
bool ret = (ret && sum);,11,Logical Expression
uint32_t total;,3,Declaration
k = (double) flag;,12,Cast Expression
len = i - x;,0,Assignment
"z = realloc(flag, 45);",13,Memory Allocation
if (offset == temp && temp != 90) { },2,Conditional
arr[temp]--;,9,Increment/Decrement
len = NULL;,0,Assignment
if (sum > 42) { },2,Conditional
delete[] value;,13,Memory Allocation
return k > 126;,5,Return
if (!size) throw std::runtime_error();,14,Exception Handling
bool index = !offset && !j;,11,Logical Expression
strlen();,4,Function Call
offset = len | y;,10,Bitwise Operation
memset();,4,Function Call
y->data = n;,8,Struct Access
"i = realloc(len, sizeof(char) * 42);",13,Memory Allocation
(value--);,9,Increment/Decrement
if ((value >= 64) || (flag <= 12) || j) { },11,Logical Expression
j = i - size;,0,Assignment
float offset = (uint8_t) j;,12,Cast Expression
index = offset ^ 17;,10,Bitwise Operation
"y = calloc(92, sizeof(float));",13,Memory Allocation
arr[i]++;,6,Array Access
j = dynamic_cast<int *>(size);,12,Cast Expression
return !y;,5,Return
total = (len >= 85) || (size == 35);,11,Logical Expression
k->flags--;,8,Struct Access
*ret = count;,7,Pointer Operation
try { } catch (std::out_of_range &index) { },14,Exception Handling
err = sizeof(int);,0,Assignment
do { } while (err < 59);,1,Loop
return 88;,5,Return
if (buf[err] == 18) { },6,Array Access
for (int flag = 0; z <= 127; flag++) { },1,Loop
if ((value < 34) && (total < 69) && n) { },11,Logical Expression
code.head = temp.tail + 92;,8,Struct Access
sum = !j;,11,Logical Expression
catch (std::invalid_argument &total) { },14,Exception Handling
"if (size < 0) throw std::bad_alloc(""z"");",14,Exception Handling
try { } catch (...) { },14,Exception Handling
(--value);,9,Increment/Decrement
return k;,5,Return
*code = *y;,7,Pointer Operation
list_destroy(offset);,4,Function Call
"z = memset(temp, 65);",0,Assignment
"memset(y, 0, sizeof(z));",4,Function Call
"printf(""%s\n"", k);",4,Function Call
len = dynamic_cast<char *>(flag);,12,Cast Expression
data[len] = 124;,6,Array Access
index = buf[0];,6,Array Access
(code--);,9,Increment/Decrement
size = y ^ ret;,10,Bitwise Operation
return i - 4;,5,Return
free(value); total = NULL;,13,Memory Allocation
return NULL;,5,Return
return strlen(temp);,5,Return
assert(result != 28);,4,Function Call
err = !count;,11,Logical Expression
const double flag = (char) i;,12,Cast Expression
--k;,9,Increment/Decrement
count = *err;,7,Pointer Operation
*size = exp(temp);,7,Pointer Operation
z = dynamic_cast<bool *>(offset);,12,Cast Expression
err = static_cast<bool>(value);,12,Cast Expression
bool n = (size_t) n / 77;,12,Cast Expression
return total;,5,Return
for (int err = 0; offset < 71; code++) data[code] = 0;,6,Array Access
z = code | (1 << 38);,10,Bitwise Operation
if (count >= 23) { },2,Conditional
*ret = atoi(ret);,7,Pointer Operation
y >>= 1;,9,Increment/Decrement
if (y < 83) { },2,Conditional
x = (index != value) ? 1 : 0;,11,Logical Expression
static uint32_t code = 20;,3,Declaration
if (y == 0) { },2,Conditional
int64_t value = x.left;,8,Struct Access
while (code != 29) { },1,Loop
n = (result != 60) || (flag > 14);,11,Logical Expression
flag = list[106 - 1];,6,Array Access
index = const_cast<bool *>(temp);,12,Cast Expression
atoi(atoi(count));,4,Function Call
if (sum.left > 101) { },8,Struct Access
scanf(rand(i));,4,Function Call
"if (err > 108) throw std::out_of_range(""overflow"");",14,Exception Handling
"if ((y = calloc(11, sizeof(uint32_t))) == NULL) { }",13,Memory Allocation
count = ret && count;,11,Logical Expression
assert(code != 26);,4,Function Call
index = *((int *) offset);,7,Pointer Operation
"memcpy(count, offset, 33);",4,Function Call
double k = 27 + 12;,3,Declaration
const uint32_t size = (uint32_t) i;,12,Cast Expression
z = 121;,0,Assignment
flag.data++;,8,Struct Access
(len++);,9,Increment/Decrement
return j * 33;,5,Return
code = new float[103];,13,Memory Allocation
"atoi(&size, 9);",4,Function Call
if (atoi(k) == 0) { },2,Conditional
ret ^= 5;,10,Bitwise Operation
(--z);,9,Increment/Decrement
index = *(total + 62);,7,Pointer Operation
"memset(result, 0, sizeof(uint32_t) * 88);",13,Memory Allocation
return sizeof(double);,5,Return
catch (const std::out_of_range &n) { },14,Exception Handling
j ^= total;,10,Bitwise Operation
*value = *err + 20;,7,Pointer Operation
x->prev++;,8,Struct Access
size = malloc(sizeof(float) * 63);,13,Memory Allocation
result = 93 * 22;,0,Assignment
catch (std::invalid_argument &count) { },14,Exception Handling
total = (uint32_t) temp + 74;,12,Cast Expression
catch (std::runtime_error &result) { },14,Exception Handling
y.next += 123;,8,Struct Access
(*z)--;,9,Increment/Decrement
if (sum > 108) { },2,Conditional
extern uint8_t n;,3,Declaration
offset->key--;,8,Struct Access
bool offset = j || !ret;,11,Logical Expression
n.size--;,8,Struct Access
size_t flag = (float) i;,12,Cast Expression
"result = (long *) calloc(70, sizeof(size_t));",13,Memory Allocation
catch (...) { },14,Exception Handling
offset->flags = 121;,8,Struct Access
(*j)++;,9,Increment/Decrement
code = dynamic_cast<float *>(ret);,12,Cast Expression
free(size); len = NULL;,13,Memory Allocation
return (uint32_t *) y;,12,Cast Expression
uint8_t flag = offset;,3,Declaration
"static_assert(sizeof(uint8_t) == 114, ""size mismatch"");",14,Exception Handling
stack[index + 38] = temp;,6,Array Access
size_t *len = reinterpret_cast<int64_t *>(result);,12,Cast Expression
value = value + y + 86;,0,Assignment
i = (size >> 74) & 103;,10,Bitwise Operation
delete result;,13,Memory Allocation
--offset;,9,Increment/Decrement
index = ret + n;,0,Assignment
if (*y != NULL) { },7,Pointer Operation
for (int sum = 0; ret <= 100; index++) { },1,Loop
ret = *(z + 127);,7,Pointer Operation
value = &buf[z];,7,Pointer Operation
"size_t offset, result;",3,Declaration
index = sizeof(n);,0,Assignment
y = sizeof(size_t);,0,Assignment
if (!len && count) { },11,Logical Expression
for (flag = 0; err < offset; j++) { },1,Loop
value = *index;,7,Pointer Operation
++table[len];,9,Increment/Decrement
float value = (sum && k);,11,Logical Expression
fclose(j);,4,Function Call
bool size = temp || !offset;,11,Logical Expression
n = ~temp;,10,Bitwise Operation
if ((total = malloc(sizeof(double))) == NULL) { },13,Memory Allocation
double n = 64;,3,Declaration
if (exp(temp) <= 38) { },2,Conditional
"exp(i, NULL);",4,Function Call
int64_t sum = i.size;,8,Struct Access
int64_t len = !j;,11,Logical Expression
"z = memset(temp, 38);",0,Assignment
index = sum | 19;,10,Bitwise Operation
try { } catch (...) { },14,Exception Handling
free(n); err = NULL;,13,Memory Allocation
bool i = (offset && x);,11,Logical Expression
size_t *k = new uint32_t[115];,13,Memory Allocation
for (int size = 1; index < 73; sum *= 2) { },1,Loop
"scanf(""%d"", &total);",4,Function Call
list[1] = k;,6,Array Access
"fopen(index, 111);",4,Function Call
assert(i == len);,14,Exception Handling
ret = sizeof(int);,0,Assignment
z.val = 60;,8,Struct Access
"printf(""%d %d\n"", k, z);",4,Function Call
if (j || i) { },11,Logical Expression
while (flag) { },1,Loop
matrix[total]--;,9,Increment/Decrement
index = (size_t) scanf(value);,12,Cast Expression
atoi(NULL);,4,Function Call
result = x - 124;,0,Assignment
while ((i = log(index)) > 0) { },1,Loop
uint8_t *y = (char *) malloc(sizeof(long) * 96);,13,Memory Allocation
j |= 93;,10,Bitwise Operation
double total = (y || ret);,11,Logical Expression
x->right = count;,8,Struct Access
ret = size * 101;,0,Assignment
switch (y) { },2,Conditional
return (index > 16) ? code : 96;,5,Return
if (size == 121) { },2,Conditional
int *size = new size_t();,13,Memory Allocation
count = total + 45;,0,Assignment
result = new uint32_t[66];,13,Memory Allocation
return result * 72;,5,Return
offset = vals[98 - 1];,6,Array Access
throw std::out_of_range(std::to_string(y));,14,Exception Handling
for (; total < 124;) { },1,Loop
n = offset | (1 << 77);,10,Bitwise Operation
return code->head;,8,Struct Access
code >>= 7;,9,Increment/Decrement
fopen(sum);,4,Function Call
err = dynamic_cast<int *>(z);,12,Cast Expression
bool *result = (long *) malloc(sizeof(float) * 51);,13,Memory Allocation
nums[code] += 49;,6,Array Access
long *z = (char *) code;,12,Cast Expression
uint32_t result = j * 55;,3,Declaration
char count = 84;,3,Declaration
k = value << 9;,10,Bitwise Operation
return j + code;,5,Return
"if ((err = calloc(62, sizeof(char))) == NULL) { }",13,Memory Allocation
if (z > 46) { },2,Conditional
if (index >= 119) { },2,Conditional
count |= len;,10,Bitwise Operation
table[3] = temp;,6,Array Access
while (flag > 0) { },1,Loop
assert(flag >= 86);,14,Exception Handling
err = len & offset;,10,Bitwise Operation
while (!flag) { },1,Loop
if (fopen(k) || n == 60) { },11,Logical Expression
return (len == k) ? 1 : 0;,5,Return
(*len)--;,9,Increment/Decrement
(value--);,9,Increment/Decrement
if (!value && y) { },11,Logical Expression
offset = y | 86;,10,Bitwise Operation
len = *((long *) sum);,7,Pointer Operation
if (result.size == 0) { },8,Struct Access
for (ret = 0; i < x; k += 60) { },1,Loop
flag = n + temp + 88;,0,Assignment
uint32_t **k = &sum;,7,Pointer Operation
while (!z) { },1,Loop
"memcpy(y, value, 71);",4,Function Call
do { } while (n);,1,Loop
return count == NULL;,5,Return
offset = malloc(sizeof(long) * 17);,13,Memory Allocation
while ((i = printf(len)) > 0) { },1,Loop
"uint8_t i = rand(j, 65);",3,Declaration
++arr[k];,9,Increment/Decrement
if (index == &temp) { },7,Pointer Operation
"offset = realloc(result, 64);",13,Memory Allocation
if (total & 71) { },10,Bitwise Operation
if (!y) { },2,Conditional
sum--;,9,Increment/Decrement
"return strlen(z, 32);",5,Return
bool index = fclose(sum);,3,Declaration
uint8_t *err = (size_t *) malloc(sizeof(uint8_t) * 103);,13,Memory Allocation
data[result] = list[total - 1];,6,Array Access
if ((value & 52) == 0) { },10,Bitwise Operation
if ((i & 111) != 0) { },10,Bitwise Operation
if (n == size && z != 114) { },2,Conditional
while (offset >= 92 && err > 0) { },1,Loop
ret = z ^ 109;,10,Bitwise Operation
(sum++);,9,Increment/Decrement
--matrix[x];,9,Increment/Decrement
for (i = 0; value < 72; flag++) { },1,Loop
result.len++;,8,Struct Access
i = queue[size][y];,6,Array Access
for (int n = 0; k < 111; size += 2) { },1,Loop
code = rand(size);,0,Assignment
(*i)++;,9,Increment/Decrement
len = value ^ j;,10,Bitwise Operation
bool code = memcpy(count);,3,Declaration
if (len != 0) throw std::out_of_range();,14,Exception Handling
if (arr[code] > 40) { },6,Array Access
index ^= err;,10,Bitwise Operation
"memcpy(ret, ret, 89);",4,Function Call
size.key = err;,8,Struct Access
"int n = fclose(flag, 25);",3,Declaration
return sizeof(double);,5,Return
if (x && !temp) { },11,Logical Expression
bool j = (err && ret);,11,Logical Expression
flag = count % 70;,0,Assignment
char *size = malloc(sizeof(uint32_t) * 98);,13,Memory Allocation
double temp[104] = {0};,3,Declaration
count = k->right + 97;,8,Struct Access
catch (...) { },14,Exception Handling
(k++);,9,Increment/Decrement
int64_t total = 122;,3,Declaration
return (char) k;,12,Cast Expression
if (queue[j] > 14) { },6,Array Access
result = *(value + 11);,7,Pointer Operation
bool offset = flag.len;,8,Struct Access
offset = (double) 39;,12,Cast Expression
result = NULL;,0,Assignment
"return fclose(j, 88);",5,Return
"if (sum > 104) throw std::invalid_argument(""overflow"");",14,Exception Handling
index = (uint8_t) ret * 90;,12,Cast Expression
return y + 34;,5,Return
err = k & y;,10,Bitwise Operation
char *y = malloc(sizeof(char) * 121);,13,Memory Allocation
if (k <= 9) { },2,Conditional
"if ((len = calloc(4, sizeof(uint8_t))) == NULL) { }",13,Memory Allocation
y = &n;,7,Pointer Operation
x = !size;,11,Logical Expression
for (; value < 54;) { },1,Loop
vals[sum]++;,9,Increment/Decrement
return i;,5,Return
temp = malloc(sizeof(int64_t) * 54);,13,Memory Allocation
uint8_t value = (long) total / 95;,12,Cast Expression
float count = !j;,11,Logical Expression
uint8_t *len = reinterpret_cast<size_t *>(err);,12,Cast Expression
size.flags--;,9,Increment/Decrement
if ((y & 72) == 0) { },10,Bitwise Operation
n = j ^ n;,10,Bitwise Operation
delete[] sum;,13,Memory Allocation
catch (const std::bad_alloc &count) { },14,Exception Handling
vals[29] = atoi(total);,6,Array Access
return y % 64 == 0;,5,Return
i = sizeof(y);,0,Assignment
if (offset != 86) { },2,Conditional
x.right++;,9,Increment/Decrement
if (size >= 112) { },2,Conditional
y->prev = ret->next + 43;,8,Struct Access
len = static_cast<int>(k);,12,Cast Expression
bool code = len || !x;,11,Logical Expression
nums[n]--;,9,Increment/Decrement
fclose(code);,4,Function Call
count |= 52;,10,Bitwise Operation
float value = static_cast<int64_t>(size);,12,Cast Expression
bool size = (char) strlen(z);,12,Cast Expression
"return rand(result, 71);",5,Return
total = count - 76;,0,Assignment
value = (void *) sum;,12,Cast Expression
while (y > 28 && total > 0) { },1,Loop
size = (long) z * 36;,12,Cast Expression
rand(size);,4,Function Call
result = total - code;,0,Assignment
uint32_t offset;,3,Declaration
*count = offset;,7,Pointer Operation
if (memcpy(x) > 0) { },2,Conditional
sum = reinterpret_cast<int64_t *>(ret);,12,Cast Expression
