n_instrs,n_assigns,n_binops,n_calls,n_labels,n_literals,n_temps,has_loop,call_density,assign_ratio,avg_use_count,depth_score,label_constant_fold,label_dead_code,label_loop_unroll,label_inline
29,14,15,0,4,0,8,1,0.0,0.4828,3.344,8,0,0,0,0
9,2,7,0,0,1,6,0,0.0,0.2222,1.19,0,0,0,0,0
11,5,6,1,2,1,6,1,0.0909,0.4545,2.953,5,1,0,1,1
6,3,3,0,0,1,2,0,0.0,0.5,1.118,0,1,1,0,0
11,5,6,1,2,0,2,1,0.0909,0.4545,3.106,5,0,0,1,1
60,6,54,2,1,6,7,1,0.0333,0.1,2.858,4,0,0,0,0
2,1,1,0,0,0,0,0,0.0,0.5,2.564,0,0,0,0,0
11,3,8,0,2,0,8,1,0.0,0.2727,3.124,4,0,0,1,0
26,10,16,2,3,2,10,1,0.0769,0.3846,2.093,8,1,0,1,0
22,19,3,0,0,3,2,0,0.0,0.8636,2.521,0,1,0,0,0
14,2,7,5,0,1,5,0,0.3571,0.1429,2.21,5,0,1,0,1
2,2,0,1,0,2,0,0,0.5,1.0,3.451,1,1,0,0,1
14,4,10,0,0,2,7,0,0.0,0.2857,1.183,0,0,1,0,0
6,6,0,1,0,6,1,0,0.1667,1.0,0.986,1,1,1,1,1
24,17,7,0,0,4,6,0,0.0,0.7083,1.219,0,1,1,0,0
29,8,21,1,3,0,4,1,0.0345,0.2759,2.367,7,1,0,1,0
18,2,16,0,6,2,8,1,0.0,0.1111,2.305,12,0,0,0,0
74,32,42,2,1,3,10,1,0.027,0.4324,0.909,4,1,1,1,0
8,6,2,0,0,2,4,0,0.0,0.75,1.253,0,1,1,0,0
13,6,3,4,0,1,3,0,0.3077,0.4615,1.503,4,1,1,0,1
12,6,6,2,0,0,6,0,0.1667,0.5,1.364,2,0,1,0,1
7,6,1,0,0,2,2,0,0.0,0.8571,1.54,0,1,1,0,0
7,3,4,1,1,2,5,1,0.1429,0.4286,3.467,3,1,0,1,1
3,3,0,1,0,2,1,0,0.3333,1.0,1.616,1,1,1,0,1
8,4,4,1,0,0,3,0,0.125,0.5,0.919,1,0,1,0,1
8,1,1,6,0,1,2,0,0.75,0.125,3.465,6,0,0,0,1
18,14,4,0,0,13,2,0,0.0,0.7778,2.49,0,1,0,0,0
8,2,2,4,0,0,2,0,0.5,0.25,0.691,4,0,0,0,1
33,7,26,3,2,6,13,1,0.0909,0.2121,2.412,7,0,0,0,0
20,1,13,6,0,1,4,0,0.3,0.05,2.019,6,0,0,0,1
16,2,14,1,3,1,5,1,0.0625,0.125,3.052,7,0,0,1,1
13,6,7,1,1,1,6,1,0.0769,0.4615,1.435,3,1,1,1,1
23,10,13,0,0,3,3,0,0.0,0.4348,2.667,0,0,0,0,0
7,4,3,0,0,1,2,0,0.0,0.5714,1.518,0,1,1,0,0
8,1,1,6,0,1,4,0,0.75,0.125,2.552,6,0,0,0,1
8,1,5,2,0,1,4,0,0.25,0.125,0.6,2,0,0,0,1
14,3,11,0,4,3,11,1,0.0,0.2143,1.288,8,0,1,0,0
21,19,2,0,0,9,3,0,0.0,0.9048,3.204,0,1,0,0,0
7,2,5,0,1,2,4,1,0.0,0.2857,2.215,2,0,0,1,0
14,3,11,2,0,0,6,0,0.1429,0.2143,2.546,2,0,0,0,1
10,10,0,0,0,3,8,0,0.0,1.0,2.914,0,1,0,0,0
14,5,9,1,1,3,3,1,0.0714,0.3571,0.798,3,1,1,1,1
24,4,20,0,2,3,3,1,0.0,0.1667,1.281,4,0,1,1,0
19,5,14,0,0,1,3,0,0.0,0.2632,1.459,0,0,1,0,0
54,8,46,2,1,4,15,1,0.037,0.1481,1.789,4,0,1,0,0
33,11,22,0,4,0,9,1,0.0,0.3333,1.637,8,0,1,0,0
15,4,11,1,3,2,6,1,0.0667,0.2667,0.779,7,0,1,1,1
10,2,6,2,0,2,5,0,0.2,0.2,1.082,2,0,0,0,1
36,15,21,1,3,1,8,1,0.0278,0.4167,2.767,7,1,0,0,0
12,4,8,1,0,1,2,0,0.0833,0.3333,1.626,1,1,1,0,1
17,15,2,0,0,12,4,0,0.0,0.8824,0.715,0,1,1,0,0
3,3,0,0,0,0,2,0,0.0,1.0,2.037,0,0,0,0,0
10,3,7,0,0,3,1,0,0.0,0.3,3.077,0,0,0,0,0
40,18,22,1,2,0,4,1,0.025,0.45,1.305,5,0,1,0,0
16,5,11,0,6,0,5,1,0.0,0.3125,2.28,12,0,1,0,0
25,5,20,1,0,1,2,0,0.04,0.2,1.392,1,0,1,0,0
15,8,7,0,0,5,4,0,0.0,0.5333,1.735,0,1,1,0,0
21,6,15,0,0,1,7,0,0.0,0.2857,2.423,0,0,0,0,0
7,1,1,5,0,1,1,0,0.7143,0.1429,3.152,5,0,0,0,1
6,6,0,0,0,4,2,0,0.0,1.0,1.583,0,1,1,0,0
1,1,0,0,0,0,1,0,0.0,1.0,0.629,0,0,0,1,0
22,16,6,0,0,6,4,0,0.0,0.7273,0.649,0,1,1,0,0
16,6,10,0,0,1,5,0,0.0,0.375,0.524,0,1,1,0,0
22,5,17,2,0,0,8,0,0.0909,0.2273,0.883,2,0,1,0,0
8,1,1,6,0,1,3,0,0.75,0.125,1.238,6,0,0,1,1
23,10,13,1,0,0,3,0,0.0435,0.4348,1.543,1,0,1,0,0
27,4,23,0,1,3,1,1,0.0,0.1481,2.472,2,0,0,0,0
19,7,12,0,0,1,4,0,0.0,0.3684,0.988,0,1,1,1,0
15,11,4,0,0,8,2,0,0.0,0.7333,3.177,0,1,0,0,0
7,3,2,2,0,1,5,0,0.2857,0.4286,3.254,2,1,0,0,1
17,6,11,2,2,0,7,1,0.1176,0.3529,2.129,6,1,0,1,1
7,6,1,0,0,6,4,0,0.0,0.8571,1.208,0,1,1,0,0
70,28,42,1,3,6,20,1,0.0143,0.4,1.214,7,1,0,0,0
12,2,5,5,0,1,4,0,0.4167,0.1667,1.777,5,0,0,0,1
9,4,5,1,0,2,8,0,0.1111,0.4444,3.309,1,1,0,0,1
11,3,8,2,4,0,7,1,0.1818,0.2727,3.281,10,0,0,0,1
9,7,2,0,0,7,3,0,0.0,0.7778,1.064,0,1,1,0,0
17,8,5,4,0,0,5,0,0.2353,0.4706,0.893,4,0,1,0,1
24,11,13,2,6,4,12,1,0.0833,0.4583,2.22,14,1,0,0,0
52,9,43,0,2,8,15,1,0.0,0.1731,2.486,4,0,0,0,0
24,12,12,0,0,2,8,0,0.0,0.5,2.898,0,1,0,0,0
18,9,9,0,6,2,3,1,0.0,0.5,0.956,12,1,0,0,0
20,9,11,1,2,2,6,1,0.05,0.45,2.134,5,1,0,1,0
32,6,26,2,4,2,6,1,0.0625,0.1875,1.184,10,0,1,0,0
26,12,14,1,1,1,4,1,0.0385,0.4615,1.584,3,1,1,1,0
35,15,20,3,0,4,17,0,0.0857,0.4286,2.781,3,1,0,0,0
18,17,1,0,0,3,3,0,0.0,0.9444,0.851,0,1,1,0,0
8,8,0,0,0,3,6,0,0.0,1.0,1.954,0,1,0,0,0
47,5,42,0,3,5,7,1,0.0,0.1064,2.905,6,0,0,0,1
37,8,29,2,5,1,9,1,0.0541,0.2162,1.267,12,1,1,0,0
11,5,2,4,0,2,5,0,0.3636,0.4545,2.18,4,1,0,0,1
12,6,6,0,0,3,0,0,0.0,0.5,2.705,0,1,0,0,0
22,4,18,1,0,0,7,0,0.0455,0.1818,1.493,1,0,1,0,0
23,21,2,0,0,6,4,0,0.0,0.913,3.463,0,1,0,0,0
22,21,1,0,0,8,7,0,0.0,0.9545,3.235,0,1,0,0,0
16,5,5,6,0,2,3,0,0.375,0.3125,2.208,6,1,0,0,1
19,16,3,0,0,14,3,0,0.0,0.8421,3.187,0,1,0,0,0
28,10,18,1,1,1,3,1,0.0357,0.3571,0.55,3,1,1,1,0
16,3,13,2,0,1,8,0,0.125,0.1875,2.997,2,0,0,0,1
2,0,2,1,0,0,1,0,0.5,0.0,1.819,1,0,0,0,1
17,2,15,1,3,1,4,1,0.0588,0.1176,2.329,7,0,0,1,1
15,4,11,0,0,0,8,0,0.0,0.2667,0.551,0,0,1,0,0
18,5,13,0,0,1,2,0,0.0,0.2778,1.974,0,0,0,0,0
15,3,12,0,2,2,3,1,0.0,0.2,1.473,4,0,0,1,0
17,6,11,0,3,2,3,1,0.0,0.3529,0.562,6,1,1,1,0
7,1,1,5,0,0,2,0,0.7143,0.1429,2.818,5,1,0,1,1
11,2,3,6,0,2,3,0,0.5455,0.1818,0.984,6,0,0,0,1
35,11,24,3,4,2,17,1,0.0857,0.3143,2.898,11,1,0,0,0
10,2,8,2,0,1,2,0,0.2,0.2,2.52,2,0,0,0,1
14,4,10,0,3,1,8,1,0.0,0.2857,1.943,6,0,0,1,0
75,24,51,2,2,5,12,1,0.0267,0.32,2.589,6,1,0,0,0
16,2,14,1,2,1,2,1,0.0625,0.125,1.369,5,0,0,1,1
19,15,4,0,0,13,0,0,0.0,0.7895,0.847,0,1,1,0,0
38,18,20,1,3,2,7,1,0.0263,0.4737,3.099,7,1,0,0,0
7,7,0,0,0,3,5,0,0.0,1.0,1.096,0,1,1,0,0
7,5,2,1,0,3,1,0,0.1429,0.7143,2.804,1,1,0,0,1
34,16,18,1,6,0,5,1,0.0294,0.4706,2.033,13,0,0,0,0
61,18,43,5,5,10,19,1,0.082,0.2951,1.185,15,0,1,0,0
69,26,43,5,0,1,19,0,0.0725,0.3768,1.655,5,1,1,0,0
17,3,14,1,3,0,5,1,0.0588,0.1765,3.277,7,0,0,1,1
10,5,5,0,0,1,6,0,0.0,0.5,1.622,0,1,1,0,0
5,2,3,1,2,2,2,1,0.2,0.4,2.949,5,1,0,1,1
21,4,17,1,0,2,7,0,0.0476,0.1905,2.483,1,0,0,0,0
22,7,15,0,0,0,3,0,0.0,0.3182,2.678,0,0,0,0,0
19,4,15,0,0,0,4,0,0.0,0.2105,1.482,0,0,1,0,0
2,0,2,1,0,0,1,0,0.5,0.0,2.232,1,0,0,0,1
7,1,3,3,0,0,2,0,0.4286,0.1429,2.255,3,0,0,0,1
27,10,17,2,2,2,8,1,0.0741,0.3704,1.982,6,1,0,1,0
8,4,4,0,0,2,2,0,0.0,0.5,1.16,0,1,1,0,0
7,6,1,0,0,3,5,0,0.0,0.8571,1.14,0,1,0,0,0
77,12,65,4,3,6,9,1,0.0519,0.1558,0.658,10,0,1,0,0
24,5,19,1,0,2,2,0,0.0417,0.2083,1.072,1,0,1,0,0
11,4,7,2,5,0,7,1,0.1818,0.3636,1.418,12,0,1,0,1
7,0,7,1,0,0,3,0,0.1429,0.0,1.28,1,0,0,0,1
10,2,8,2,0,1,5,0,0.2,0.2,0.599,2,0,0,0,1
9,4,5,0,0,2,8,0,0.0,0.4444,3.041,0,1,0,0,1
14,3,11,2,3,0,11,1,0.1429,0.2143,2.444,8,0,0,1,1
14,7,7,2,4,4,10,1,0.1429,0.5,3.297,10,1,0,0,0
4,2,2,1,0,0,0,0,0.25,0.5,2.205,1,0,0,0,1
29,3,26,0,3,0,6,1,0.0,0.1034,0.906,6,0,1,1,0
23,10,13,0,2,2,3,1,0.0,0.4348,2.18,4,1,1,1,0
15,4,11,0,0,0,5,0,0.0,0.2667,2.497,0,0,0,0,0
19,10,9,0,0,10,0,0,0.0,0.5263,2.782,0,1,0,1,0
19,7,12,0,2,3,5,1,0.0,0.3684,1.446,4,1,1,1,0
17,17,0,0,0,17,3,0,0.0,1.0,1.763,0,1,1,0,0
38,11,27,3,0,4,15,0,0.0789,0.2895,2.001,3,0,0,1,0
20,6,14,1,1,0,2,1,0.05,0.3,1.142,3,0,1,1,0
25,12,13,2,2,0,8,1,0.08,0.48,0.547,6,0,1,1,0
15,7,8,0,1,3,5,1,0.0,0.4667,3.079,2,1,1,1,0
20,4,16,1,2,2,2,1,0.05,0.2,3.387,5,0,0,1,0
16,5,11,0,0,1,4,0,0.0,0.3125,2.559,0,1,0,0,0
33,10,23,0,6,0,7,1,0.0,0.303,2.023,12,0,0,0,1
32,12,20,5,5,0,19,1,0.1562,0.375,2.073,15,0,0,0,0
27,3,24,1,4,2,8,1,0.037,0.1111,1.309,9,0,1,0,0
8,5,1,2,0,2,3,0,0.25,0.625,2.796,2,1,0,0,1
60,7,53,1,4,3,19,1,0.0167,0.1167,0.528,9,0,1,0,0
8,5,3,1,0,4,2,0,0.125,0.625,1.084,1,1,1,0,1
17,14,0,3,0,1,4,0,0.1765,0.8235,2.77,3,1,0,0,1
8,0,8,0,0,0,2,0,0.0,0.0,3.077,0,0,0,0,1
17,9,8,0,0,9,4,0,0.0,0.5294,3.216,0,1,0,0,0
8,2,6,1,0,0,2,0,0.125,0.25,2.82,1,0,0,0,1
18,16,2,0,0,16,0,0,0.0,0.8889,3.058,0,1,0,0,0
8,6,2,0,0,3,1,0,0.0,0.75,2.344,0,1,0,0,0
18,8,10,0,0,1,8,0,0.0,0.4444,2.838,0,1,1,0,1
1,1,0,1,0,0,2,0,1.0,1.0,2.092,1,0,0,0,1
26,7,19,1,2,2,12,1,0.0385,0.2692,3.292,5,0,0,1,0
34,2,32,1,2,2,12,1,0.0294,0.0588,3.34,5,0,0,0,0
19,8,11,0,0,1,7,0,0.0,0.4211,0.564,0,1,1,0,0
22,9,13,2,0,0,5,0,0.0909,0.4091,3.083,2,0,0,0,0
3,3,0,0,0,3,3,0,0.0,1.0,1.441,0,1,1,0,0
36,10,26,0,3,4,11,1,0.0,0.2778,3.196,6,1,0,0,0
47,23,24,0,1,10,8,1,0.0,0.4894,0.757,2,1,1,0,0
5,5,0,0,0,4,4,0,0.0,1.0,2.522,0,1,0,0,0
24,7,17,0,2,0,6,1,0.0,0.2917,0.51,4,0,1,1,0
20,5,9,6,0,1,3,0,0.3,0.25,1.592,6,0,1,0,1
52,21,31,2,5,10,6,1,0.0385,0.4038,2.92,12,1,1,0,0
9,6,3,0,0,2,4,0,0.0,0.6667,2.611,0,1,0,0,0
14,11,3,0,0,0,3,0,0.0,0.7857,1.282,0,0,1,0,0
7,2,5,0,1,0,3,1,0.0,0.2857,1.722,2,0,0,1,1
6,2,0,4,0,0,5,0,0.6667,0.3333,0.785,4,0,0,0,1
10,1,3,6,0,0,4,0,0.6,0.1,1.289,6,0,0,0,1
53,8,45,0,2,0,18,1,0.0,0.1509,0.861,4,0,1,0,0
20,8,12,2,0,0,3,0,0.1,0.4,2.899,2,0,0,0,1
20,9,11,0,0,1,3,0,0.0,0.45,1.418,0,1,1,0,0
18,4,14,1,2,3,2,1,0.0556,0.2222,0.678,5,0,1,1,1
15,3,7,5,0,0,3,0,0.3333,0.2,1.239,5,0,1,0,1
5,5,0,0,0,4,0,0,0.0,1.0,1.388,0,1,1,0,1
14,12,2,0,0,9,1,0,0.0,0.8571,3.101,0,1,0,0,0
12,2,10,0,2,2,9,1,0.0,0.1667,3.441,4,0,1,1,0
6,4,2,0,0,4,4,0,0.0,0.6667,1.033,0,1,1,1,0
29,3,26,1,1,2,6,1,0.0345,0.1034,3.326,3,0,0,1,0
19,9,10,0,4,1,3,1,0.0,0.4737,2.377,8,1,0,0,0
17,6,8,3,0,0,5,0,0.1765,0.3529,1.284,3,0,1,0,1
40,15,25,1,3,3,7,1,0.025,0.375,2.429,7,1,1,0,0
14,1,8,5,0,1,3,0,0.3571,0.0714,1.524,5,0,0,0,1
17,4,13,2,0,0,3,0,0.1176,0.2353,3.372,2,0,0,0,1
18,7,11,2,0,0,8,0,0.1111,0.3889,0.795,2,0,1,0,1
14,9,5,0,0,2,5,0,0.0,0.6429,1.611,0,1,1,0,0
18,4,9,5,0,1,4,0,0.2778,0.2222,1.452,5,0,1,0,1
20,2,18,0,0,0,7,0,0.0,0.1,2.182,0,0,0,0,0
17,3,11,3,0,1,5,0,0.1765,0.1765,2.927,3,0,0,0,1
22,10,12,0,0,3,3,0,0.0,0.4545,3.09,0,1,0,0,0
33,10,23,5,5,7,10,1,0.1515,0.303,1.496,15,1,1,0,0
8,3,5,0,1,0,4,1,0.0,0.375,2.018,2,0,0,1,0
10,4,6,0,2,0,4,1,0.0,0.4,1.568,4,0,1,1,0
3,1,2,0,0,1,3,0,0.0,0.3333,1.363,0,1,0,0,0
57,14,43,0,1,2,14,1,0.0,0.2456,2.774,2,0,1,0,0
14,6,8,0,1,3,3,1,0.0,0.4286,0.576,2,1,0,0,0
7,7,0,0,0,2,6,0,0.0,1.0,1.761,0,1,1,0,0
18,3,15,1,3,2,3,1,0.0556,0.1667,2.393,7,0,0,1,1
1,1,0,1,0,1,3,0,1.0,1.0,2.714,1,1,0,0,1
29,3,26,1,6,1,9,1,0.0345,0.1034,0.83,13,0,1,0,0
20,4,16,2,3,0,8,1,0.1,0.2,1.512,8,0,1,1,1
42,14,28,4,3,0,15,1,0.0952,0.3333,0.524,10,0,1,0,0
37,11,26,4,2,10,20,1,0.1081,0.2973,2.895,8,0,0,0,0
20,1,16,3,0,0,1,0,0.15,0.05,2.809,3,0,0,0,1
8,3,5,2,0,0,6,0,0.25,0.375,3.349,2,0,0,0,1
23,2,21,1,0,0,8,0,0.0435,0.087,0.872,1,0,0,0,0
23,6,17,2,5,3,11,1,0.087,0.2609,1.394,12,0,1,0,0
8,2,6,0,0,0,5,0,0.0,0.25,1.236,0,0,0,1,0
11,3,8,0,0,0,5,0,0.0,0.2727,0.868,0,0,1,1,0
8,1,1,6,0,1,2,0,0.75,0.125,1.159,6,0,0,0,1
17,5,12,1,1,2,1,1,0.0588,0.2941,1.801,3,0,0,1,1
15,15,0,0,0,13,2,0,0.0,1.0,3.421,0,1,0,1,0
41,7,34,0,1,6,8,1,0.0,0.1707,2.158,2,0,1,0,0
21,16,5,0,0,7,2,0,0.0,0.7619,1.396,0,1,1,0,0
25,8,17,2,0,4,8,0,0.08,0.32,1.228,2,1,1,0,0
10,7,3,0,0,3,2,0,0.0,0.7,3.017,0,1,0,0,0
6,6,0,0,0,3,1,0,0.0,1.0,0.753,0,1,1,0,0
10,10,0,0,0,5,7,0,0.0,1.0,0.735,0,1,1,0,0
14,3,6,5,0,2,1,0,0.3571,0.2143,1.367,5,0,1,0,1
6,6,0,0,0,5,3,0,0.0,1.0,3.304,0,1,0,0,0
8,4,4,0,0,0,4,0,0.0,0.5,1.185,0,0,1,0,0
8,6,2,0,0,4,0,0,0.0,0.75,0.546,0,1,1,0,0
2,1,1,1,0,1,3,0,0.5,0.5,1.948,1,1,0,0,1
16,11,3,2,0,1,1,0,0.125,0.6875,0.587,2,1,1,0,1
17,12,0,5,0,0,3,0,0.2941,0.7059,0.657,5,0,1,0,1
14,7,7,2,4,1,10,1,0.1429,0.5,2.288,10,1,1,0,1
7,2,5,1,0,2,2,0,0.1429,0.2857,1.84,1,0,0,0,1
13,5,5,3,0,2,2,0,0.2308,0.3846,1.014,3,1,1,0,1
24,4,20,0,0,2,8,0,0.0,0.1667,1.965,0,0,0,0,0
12,4,8,0,0,0,5,0,0.0,0.3333,3.282,0,1,0,0,0
12,2,8,2,0,1,5,0,0.1667,0.1667,2.85,2,0,0,0,1
6,0,6,1,0,0,0,0,0.1667,0.0,3.251,1,0,0,0,1
7,6,1,0,0,3,4,0,0.0,0.8571,3.229,0,1,0,0,0
36,10,26,4,5,10,7,1,0.1111,0.2778,3.386,14,0,0,0,0
66,9,57,2,4,4,7,1,0.0303,0.1364,1.161,10,1,1,0,0
45,12,33,1,2,6,14,1,0.0222,0.2667,3.214,5,1,0,0,0
24,11,13,2,0,3,3,0,0.0833,0.4583,2.653,2,1,0,0,0
9,2,1,6,0,1,5,0,0.6667,0.2222,1.201,6,0,0,0,1
10,5,5,0,3,4,5,1,0.0,0.5,3.218,6,1,0,1,0
5,3,2,1,0,2,2,0,0.2,0.6,1.39,1,1,1,0,1
22,8,14,0,0,1,7,0,0.0,0.3636,1.018,0,1,1,0,0
38,11,27,1,5,3,3,1,0.0263,0.2895,2.697,11,1,0,0,0
20,20,0,0,0,20,3,0,0.0,1.0,3.351,0,1,0,0,0
17,6,7,4,0,0,3,0,0.2353,0.3529,2.823,4,0,0,0,1
75,31,44,1,2,4,11,1,0.0133,0.4133,3.415,5,1,0,0,0
1,0,1,0,0,0,0,0,0.0,0.0,1.75,0,0,0,0,0
19,10,4,5,0,2,1,0,0.2632,0.5263,1.655,5,1,1,0,1
7,3,0,4,0,0,1,0,0.5714,0.4286,2.408,4,0,0,0,1
54,27,27,3,4,2,14,1,0.0556,0.5,0.669,11,1,1,0,0
3,3,0,0,0,3,1,0,0.0,1.0,2.417,0,1,0,0,0
29,10,19,0,2,0,6,1,0.0,0.3448,0.978,4,0,1,1,0
18,8,10,0,5,0,12,1,0.0,0.4444,2.143,10,0,0,0,0
9,8,1,0,0,7,1,0,0.0,0.8889,2.713,0,1,1,0,0
6,1,5,0,0,1,2,0,0.0,0.1667,2.629,0,0,0,0,0
17,8,9,1,3,3,3,1,0.0588,0.4706,0.644,7,1,0,1,1
5,5,0,0,0,4,0,0,0.0,1.0,3.428,0,1,0,0,1
18,8,5,5,0,1,4,0,0.2778,0.4444,1.603,5,1,1,1,1
28,4,24,0,1,1,1,1,0.0,0.1429,3.1,2,0,0,1,0
14,9,5,0,0,8,3,0,0.0,0.6429,1.015,0,1,0,0,0
30,8,22,0,6,1,7,1,0.0,0.2667,3.274,12,0,0,0,0
25,9,16,1,3,2,8,1,0.04,0.36,1.272,7,1,1,1,0
22,4,18,2,0,0,4,0,0.0909,0.1818,0.651,2,0,1,0,0
65,28,37,4,4,3,12,1,0.0615,0.4308,3.401,12,1,0,0,0
5,2,3,0,0,2,3,0,0.0,0.4,0.544,0,1,1,0,0
45,7,38,1,4,6,11,1,0.0222,0.1556,2.556,9,0,0,0,0
20,9,11,1,2,0,1,1,0.05,0.45,3.136,5,0,0,1,0
15,4,11,1,3,1,2,1,0.0667,0.2667,2.418,7,0,0,1,1
11,2,9,0,2,2,4,1,0.0,0.1818,1.921,4,0,0,1,1
1,0,1,1,0,0,2,0,1.0,0.0,2.425,1,0,0,0,1
6,4,2,0,0,2,2,0,0.0,0.6667,1.982,0,1,0,0,0
22,20,2,0,0,5,6,0,0.0,0.9091,1.113,0,1,1,0,0
5,1,4,0,0,1,2,0,0.0,0.2,2.439,0,0,0,0,0
9,4,5,1,1,0,3,1,0.1111,0.4444,2.684,3,0,0,1,1
19,3,16,1,0,1,8,0,0.0526,0.1579,1.559,1,0,1,0,1
65,25,40,4,5,10,15,1,0.0615,0.3846,0.748,14,1,1,0,0
10,6,4,0,0,3,0,0,0.0,0.6,2.569,0,1,0,0,0
8,6,2,0,0,6,3,0,0.0,0.75,1.592,0,0,1,0,0
12,3,9,2,3,0,7,1,0.1667,0.25,1.203,8,0,1,1,1
19,7,12,0,0,0,8,0,0.0,0.3684,0.879,0,0,1,0,0
34,7,27,1,5,1,11,1,0.0294,0.2059,0.682,11,0,1,0,0
15,3,12,2,0,0,7,0,0.1333,0.2,1.18,2,0,1,0,1
18,2,16,0,1,1,4,1,0.0,0.1111,1.617,2,0,1,1,0
11,10,1,0,0,7,1,0,0.0,0.9091,1.324,0,1,1,0,0
19,7,9,3,0,1,4,0,0.1579,0.3684,1.016,3,1,1,0,1
18,2,16,2,0,0,5,0,0.1111,0.1111,1.799,2,0,0,0,1
9,3,6,2,0,1,7,0,0.2222,0.3333,1.902,2,1,1,0,1
16,3,13,0,0,0,8,0,0.0,0.1875,1.852,0,0,0,0,0
6,3,3,0,3,1,2,1,0.0,0.5,3.183,6,1,0,1,0
18,7,11,0,0,5,1,0,0.0,0.3889,2.74,0,1,0,0,0
8,4,2,2,0,1,4,0,0.25,0.5,3.352,2,1,0,0,1
30,7,23,1,2,2,4,1,0.0333,0.2333,0.777,5,0,1,1,0
20,3,17,2,2,1,5,1,0.1,0.15,2.911,6,0,0,1,1
16,4,12,0,2,1,4,1,0.0,0.25,2.207,4,0,0,1,0
10,6,4,0,0,2,8,0,0.0,0.6,3.324,0,0,0,0,0
10,3,7,0,6,3,4,1,0.0,0.3,2.624,12,0,0,0,0
15,13,2,0,0,10,1,0,0.0,0.8667,1.621,0,1,1,0,0
4,3,1,0,0,0,3,0,0.0,0.75,0.793,0,0,1,0,1
6,6,0,0,0,5,0,0,0.0,1.0,3.169,0,1,0,0,0
35,17,18,1,5,4,13,1,0.0286,0.4857,1.772,11,1,1,0,0
12,10,2,0,0,1,8,0,0.0,0.8333,3.106,0,1,0,0,0
14,14,0,0,0,4,8,0,0.0,1.0,3.448,0,1,0,0,0
31,6,25,0,2,4,8,1,0.0,0.1935,1.188,4,0,1,0,0
2,1,1,1,0,1,0,0,0.5,0.5,1.551,1,1,0,0,1
10,7,3,0,0,7,4,0,0.0,0.7,0.682,0,1,1,1,1
8,6,2,1,0,5,2,0,0.125,0.75,2.992,1,1,0,0,1
11,2,9,0,0,0,5,0,0.0,0.1818,1.187,0,0,0,0,0
8,8,0,0,0,1,3,0,0.0,1.0,2.45,0,1,0,0,0
11,2,9,1,0,1,6,0,0.0909,0.1818,3.208,1,0,0,0,1
6,4,2,0,0,3,2,0,0.0,0.6667,0.737,0,1,1,0,0
17,5,12,0,0,1,5,0,0.0,0.2941,2.461,0,0,1,0,0
18,8,10,0,0,7,4,0,0.0,0.4444,2.293,0,1,0,0,0
24,19,5,0,0,8,4,0,0.0,0.7917,2.077,0,1,0,0,0
18,8,10,2,0,3,7,0,0.1111,0.4444,2.426,2,1,0,0,1
76,30,46,4,4,0,15,1,0.0526,0.3947,2.943,12,0,0,0,0
46,11,35,1,1,3,16,1,0.0217,0.2391,0.968,3,0,1,0,0
7,7,0,0,0,0,3,0,0.0,1.0,2.86,0,0,0,0,0
15,7,8,0,0,7,4,0,0.0,0.4667,0.549,0,1,1,0,0
18,6,12,0,0,3,0,0,0.0,0.3333,1.873,0,1,0,0,0
16,4,12,0,0,0,8,0,0.0,0.25,1.328,0,0,1,1,1
18,6,12,2,0,2,4,0,0.1111,0.3333,2.441,2,1,0,0,1
51,21,30,4,1,9,20,1,0.0784,0.4118,2.657,6,1,0,0,0
19,11,6,2,0,0,2,0,0.1053,0.5789,0.668,2,0,1,0,1
21,7,14,0,0,2,8,0,0.0,0.3333,1.479,0,1,0,0,0
33,7,26,0,5,2,6,1,0.0,0.2121,1.786,10,0,1,0,0
27,11,16,2,6,0,4,1,0.0741,0.4074,0.768,14,0,1,0,0
22,5,17,0,0,1,5,0,0.0,0.2273,3.286,0,0,1,0,1
5,1,1,3,0,0,1,0,0.6,0.2,3.148,3,0,0,0,1
8,5,3,0,0,3,1,0,0.0,0.625,1.512,0,1,1,0,0
7,7,0,0,0,2,3,0,0.0,1.0,2.488,0,1,0,0,0
25,7,18,1,1,3,2,1,0.04,0.28,2.735,3,0,0,1,0
12,7,5,0,0,6,4,0,0.0,0.5833,1.955,0,1,0,0,0
1,1,0,1,0,0,3,0,1.0,1.0,1.901,1,0,0,0,1
54,5,49,3,5,5,16,1,0.0556,0.0926,2.788,13,0,0,0,1
4,2,2,1,0,0,1,0,0.25,0.5,0.951,1,0,0,0,1
8,3,5,0,2,2,3,1,0.0,0.375,3.198,4,1,0,1,0
19,5,14,0,0,0,3,0,0.0,0.2632,3.052,0,0,0,0,0
2,0,2,1,0,0,1,0,0.5,0.0,1.943,1,0,0,0,1
75,25,50,0,5,3,20,1,0.0,0.3333,1.12,10,1,0,0,0
4,4,0,0,0,4,0,0,0.0,1.0,3.254,0,1,0,0,0
20,10,10,0,0,4,2,0,0.0,0.5,1.642,0,1,1,0,0
12,5,7,0,0,2,7,0,0.0,0.4167,0.508,0,1,1,0,0
18,5,13,1,1,2,2,1,0.0556,0.2778,1.118,3,0,1,1,1
8,2,1,5,0,2,4,0,0.625,0.25,3.104,5,0,0,0,1
14,10,4,0,0,2,8,0,0.0,0.7143,0.746,0,0,1,0,0
